frame.time_delta,frame.time_relative,frame.len,ip.src,ip.dst,tcp.srcport,tcp.dstport,tcp.flags,tcp.time_delta,tcp.len,tcp.ack,tcp.connection.fin,tcp.connection.rst,tcp.connection.sack,tcp.connection.syn,tcp.flags.ack,tcp.flags.fin,tcp.flags.push,tcp.flags.reset,tcp.flags.syn,tcp.flags.urg,tcp.hdr_len,tcp.payload,tcp.pdu.size,tcp.window_size_value,tcp.checksum,mqtt.clientid,mqtt.clientid_len,mqtt.conack.flags,mqtt.conack.val,mqtt.conflag.passwd,mqtt.conflag.qos,mqtt.conflag.reserved,mqtt.conflag.retain,mqtt.conflag.willflag,mqtt.conflags,mqtt.dupflag,mqtt.hdrflags,mqtt.kalive,mqtt.len,mqtt.msg,mqtt.msgtype,mqtt.qos,mqtt.retain,mqtt.topic,mqtt.topic_len,mqtt.ver,mqtt.willmsg_len,ip.proto,ip.ttl,class,label
0.000849,45.759301,162,192.168.1.91,192.168.1.90,1883,54547,0x00000018,0.000849,108,531374,0.0,0.0,0.0,0.0,1,0,1,0,0,0,20,40:02:08:9d:40:02:08:9e:40:02:08:9f:40:02:08:a0:40:02:08:a1:40:02:08:a2:40:02:08:a3:40:02:08:a4:40:02:08:a5:40:02:08:a6:40:02:08:a7:40:02:08:a8:40:02:08:a9:40:02:08:aa:40:02:08:ab:40:02:08:ac:40:02:08:ad:40:02:08:ae:40:02:08:af:40:02:08:b0:40:02:08:b1:40:02:08:b2:40:02:08:b3:40:02:08:b4:40:02:08:b5:40:02:08:b6:40:02:08:b7,4.0,507,0x0000e69c,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000040,0.0,2.0,0,4.0,0.0,0.0,0,0.0,0.0,0.0,6,128,Attack,1
0.000157,1717.246596,80,10.5.150.156,10.5.150.109,37361,1883,0x00000018,3.000356,12,2349,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,32:0a:00:05:53:6d:6f:6b:65:08:f3:30,12.0,512,0x00004146,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000032,0.0,10.0,0.0,3.0,1.0,0.0,Smoke,5.0,0.0,0.0,6,64,environmentMonitoring,0
0.0008619999999999,12.356639,70,192.168.1.91,192.168.1.90,1883,54542,0x00000018,0.0008619999999999,16,577250,0.0,0.0,0.0,0.0,1,0,1,0,0,0,20,40:02:0d:2b:40:02:0d:2c:40:02:0d:2d:40:02:0d:2e,4.0,508,0x0000f536,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000040,0.0,2.0,0,4.0,0.0,0.0,0,0.0,0.0,0.0,6,128,Attack,1
1e-06,46.996183,62,192.168.1.91,192.168.1.90,1883,54563,0x00000018,1e-06,8,934734,0.0,0.0,0.0,0.0,1,0,1,0,0,0,20,40:02:11:8b:40:02:11:8c,4.0,513,0x00008205,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000040,0.0,2.0,0,4.0,0.0,0.0,0,0.0,0.0,0.0,6,128,Attack,1
3e-05,1647.822601,72,10.5.126.84,10.5.126.137,1883,38017,0x00000018,3e-05,4,6142,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,40:02:11:31,4.0,512,0x00001112,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000040,0.0,2.0,0.0,4.0,0.0,0.0,0,0.0,0.0,0.0,6,64,environmentMonitoring,0
0.000868,4.6635230000000005,60,192.168.1.91,192.168.1.90,1883,54548,0x00000018,0.000868,4,77402,0.0,0.0,0.0,0.0,1,0,1,0,0,0,20,40:02:01:c5,4.0,508,0x00006022,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000040,0.0,2.0,0,4.0,0.0,0.0,0,0.0,0.0,0.0,6,128,Attack,1
5.7e-05,1565.820778,82,10.5.126.153,10.5.126.84,45639,1883,0x00000018,4.999935,14,57,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,30:0c:00:08:48:75:6d:69:64:69:74:79:36:33,14.0,512,0x0000112c,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000030,0.0,12.0,63.0,3.0,0.0,0.0,Humidity,8.0,0.0,0.0,6,64,environmentMonitoring,0
6.3e-05,15.140844,1514,192.168.1.90,192.168.1.91,54542,1883,0x00000010,6.3e-05,1460,20421,0.0,0.0,0.0,0.0,1,0,0,0,0,0,20,32:a3:01:00:41:6d:71:74:74:2d:6d:61:6c:61:72:69:61:2f:62:65:65:6d:2e:6c:6f:61:64:72:2d:4d:42:50:2d:64:69:2d:49:76:61:6e:2d:35:2e:6c:61:6e:2d:35:34:37:36:31:2d:30:2f:64:61:74:61:2f:35:31:30:36:2f:31:30:30:30:30:13:f2:41:63:62:43:61:46:64:61:31:38:43:44:31:35:37:34:33:65:64:33:38:66:64:35:63:41:37:63:34:32:43:36:32:45:41:42:61:37:31:64:38:46:39:30:45:44:36:63:63:34:45:41:61:38:45:45:34:41:66:42:38:42:30:41:65:61:42:34:32:36:64:66:43:38:37:45:62:66:63:43:66:44:45:34:61:41:44:43:45:44:62:63:31:35:32:ac:01:00:41:6d:71:74:74:2d:6d:61:6c:61:72:69:61:2f:62:65:65:6d:2e:6c:6f:61:64:72:2d:4d:42:50:2d:64:69:2d:49:76:61:6e:2d:35:2e:6c:61:6e:2d:35:34:37:36:31:2d:30:2f:64:61:74:61:2f:35:31:30:37:2f:31:30:30:30:30:13:f3:33:35:44:38:42:66:31:65:30:63:41:66:37:45:30:46:63:41:44:65:62:31:39:42:66:38:42:39:66:46:62:30:41:30:64:36:62:41:43:44:37:36:32:64:38:46:63:62:63:34:42:43:37:30:39:35:32:33:61:46:33:43:39:34:66:33:46:35:46:35:63:45:41:32:36:41:43:64:43:36:63:33:46:45:30:44:36:62:44:31:46:34:66:36:45:42:35:45:32:30:44:43:43:32:a5:01:00:41:6d:71:74:74:2d:6d:61:6c:61:72:69:61:2f:62:65:65:6d:2e:6c:6f:61:64:72:2d:4d:42:50:2d:64:69:2d:49:76:61:6e:2d:35:2e:6c:61:6e:2d:35:34:37:36:31:2d:30:2f:64:61:74:61:2f:35:31:30:38:2f:31:30:30:30:30:13:f4:39:46:32:36:37:44:65:30:31:36:46:37:41:30:46:65:62:65:30:33:42:42:34:31:66:41:31:36:34:66:44:35:32:31:62:62:61:44:63:32:38:43:35:39:62:44:37:64:36:38:62:63:62:31:38:38:35:66:38:62:44:62:46:45:39:38:65:46:38:63:32:64:65:37:61:30:65:61:45:36:37:32:42:35:45:43:34:39:64:38:36:61:64:63:36:64:32:a2:01:00:41:6d:71:74:74:2d:6d:61:6c:61:72:69:61:2f:62:65:65:6d:2e:6c:6f:61:64:72:2d:4d:42:50:2d:64:69:2d:49:76:61:6e:2d:35:2e:6c:61:6e:2d:35:34:37:36:31:2d:30:2f:64:61:74:61:2f:35:31:30:39:2f:31:30:30:30:30:13:f5:42:42:42:44:41:32:61:46:65:46:31:32:66:30:39:65:35:46:35:43:35:45:31:41:36:64:30:37:33:64:43:44:31:33:34:30:65:34:44:63:35:38:44:64:37:31:45:46:64:42:32:62:65:38:64:37:31:30:32:65:41:46:46:39:63:31:38:44:34:36:32:36:66:41:36:43:37:34:42:62:41:39:36:62:62:32:37:30:63:45:44:42:43:32:a4:01:00:41:6d:71:74:74:2d:6d:61:6c:61:72:69:61:2f:62:65:65:6d:2e:6c:6f:61:64:72:2d:4d:42:50:2d:64:69:2d:49:76:61:6e:2d:35:2e:6c:61:6e:2d:35:34:37:36:31:2d:30:2f:64:61:74:61:2f:35:31:31:30:2f:31:30:30:30:30:13:f6:37:31:30:36:37:34:32:30:61:35:30:63:33:33:46:62:63:42:62:34:42:45:34:37:44:63:63:62:62:31:44:38:64:63:38:36:37:63:42:31:33:33:64:61:44:31:65:64:30:38:42:39:41:44:62:34:32:61:63:43:30:66:34:61:33:64:62:42:31:33:32:41:41:31:45:42:41:46:38:66:66:38:63:66:42:65:62:66:34:64:31:35:63:38:61:32:b2:01:00:41:6d:71:74:74:2d:6d:61:6c:61:72:69:61:2f:62:65:65:6d:2e:6c:6f:61:64:72:2d:4d:42:50:2d:64:69:2d:49:76:61:6e:2d:35:2e:6c:61:6e:2d:35:34:37:36:31:2d:30:2f:64:61:74:61:2f:35:31:31:31:2f:31:30:30:30:30:13:f7:64:33:34:36:35:35:63:45:33:35:31:35:32:44:36:30:64:62:62:36:44:42:32:32:64:34:36:64:64:64:41:37:32:44:35:66:31:35:37:63:62:38:36:30:65:31:31:33:66:61:30:63:30:46:45:37:31:44:33:38:45:33:36:46:38:35:42:37:44:32:36:43:30:43:45:41:62:43:34:61:63:34:62:61:45:45:45:63:32:64:61:34:39:46:38:61:30:38:32:64:33:64:46:41:65:65:45:39:66:32:a4:01:00:41:6d:71:74:74:2d:6d:61:6c:61:72:69:61:2f:62:65:65:6d:2e:6c:6f:61:64:72:2d:4d:42:50:2d:64:69:2d:49:76:61:6e:2d:35:2e:6c:61:6e:2d:35:34:37:36:31:2d:30:2f:64:61:74:61:2f:35:31:31:32:2f:31:30:30:30:30:13:f8:42:45:33:61:44:32:39:45:31:37:34:45:33:43:34:63:38:32:42:66:45:64:30:30:36:37:32:34:33:38:30:42:30:44:41:63:33:35:31:39:31:35:43:46:46:66:46:64:66:33:61:43:32:30:39:31:39:65:38:62:30:45:44:66:39:31:61:46:66:65:38:32:33:44:41:44:37:37:41:36:42:36:35:46:66:66:39:66:63:62:62:33:31:30:38:32:ab:01:00:41:6d:71:74:74:2d:6d:61:6c:61:72:69:61:2f:62:65:65:6d:2e:6c:6f:61:64:72:2d:4d:42:50:2d:64:69:2d:49:76:61:6e:2d:35:2e:6c:61:6e:2d:35:34:37:36:31:2d:30:2f:64:61:74:61:2f:35:31:31:33:2f:31:30:30:30:30:13:f9:39:45:64:61:45:42:38:43:30:41:45:39:62:66:66:64:37:62:42:38:64:45:46:64:45:32:66:30:31:36:35:46:31:63:35:38:32:31:34:44:43:32:42:31:65:34:66:44:44:38:43:43:43:32:36:45:36:35:62:41:65:62:39:63:32:32:61:64:66:42:33:30:43:62:33:62:34:39:39:36:45:35:43:37:65:33:62:63:66:39:35:64:66:32:63:36:31:42:36:37:30:32:32:a9:01:00:41:6d:71:74:74:2d:6d:61:6c:61:72:69:61:2f:62:65:65:6d:2e:6c:6f:61:64:72:2d:4d:42:50:2d:64:69:2d:49:76:61:6e:2d:35:2e:6c:61:6e:2d:35:34:37:36:31:2d:30:2f:64:61:74:61:2f:35:31:31:34:2f:31:30:30:30:30:13:fa:46:32:36:30:33:64:64:46:45:42:30:31:33:61:62:39:61:65:30:38:63:63:33:39:41,166.0,4096,0x0000ff99,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000032,0.0,163.0,AcbCaFda18CD15743ed38fd5cA7c42C62EABa71d8F90ED6cc4EAa8EE4AfB8B0AeaB426dfC87EbfcCfDE4aADCEDbc15,3.0,1.0,0.0,mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-0/data/5106/10000,65.0,0.0,0.0,6,64,Attack,1
0.000318,5580.0467,70,10.5.126.145,10.5.126.56,38197,1883,0x00000018,0.991924,2,189,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,c0:00,2.0,512,0x000010fc,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x000000c0,0.0,0.0,0.0,12.0,0.0,0.0,0,0.0,0.0,0.0,6,64,patientMonitoring,0
5e-06,8.429069,54,192.168.1.90,192.168.1.91,54571,1883,0x00000010,5e-06,0,10341,0.0,0.0,0.0,0.0,1,0,0,0,0,0,20,0,0.0,4093,0x00004015,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,6,64,Attack,1
5.1e-05,241.726308,86,10.5.126.148,10.5.126.56,43241,1883,0x00000018,1.997373,18,11,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,30:10:00:0c:50:75:6c:73:6f:78:69:6d:65:74:65:72:38:36,18.0,512,0x0000110f,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000030,0.0,16.0,86.0,3.0,0.0,0.0,Pulsoximeter,12.0,0.0,0.0,6,64,patientMonitoring,0
3.1e-05,1667.028183,86,10.5.126.148,10.5.126.56,33571,1883,0x00000018,2.000632,18,59,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,30:10:00:0c:50:75:6c:73:6f:78:69:6d:65:74:65:72:39:34,18.0,512,0x0000110f,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000030,0.0,16.0,94.0,3.0,0.0,0.0,Pulsoximeter,12.0,0.0,0.0,6,64,patientMonitoring,0
6.1e-05,1679.960366,70,10.5.126.56,10.5.126.145,1883,46623,0x00000018,6.1e-05,2,8494,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,d0:00,2.0,512,0x000010fc,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x000000d0,0.0,0.0,0.0,13.0,0.0,0.0,0,0.0,0.0,0.0,6,64,patientMonitoring,0
3e-06,313.092758,83,192.168.1.91,192.168.1.90,1883,52081,0x00000018,3e-06,29,36,0.0,0.0,0.0,0.0,1,0,1,0,0,0,20,2f:70:75:62:6c:69:73:68:2f:6d:65:73:73:61:67:65:73:2f:72:65:63:65:69:76:65:64:39:39:33,44.0,513,0x0000d75b,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000031,0.0,42.0,993,3.0,0.0,1.0,$SYS/broker/publish/messages/received,37.0,0.0,0.0,6,128,Attack,1
0.000644,12.8533,229,192.168.1.90,192.168.1.91,54542,1883,0x00000018,0.000644,175,14933,0.0,0.0,0.0,0.0,1,0,1,0,0,0,20,32:ac:01:00:41:6d:71:74:74:2d:6d:61:6c:61:72:69:61:2f:62:65:65:6d:2e:6c:6f:61:64:72:2d:4d:42:50:2d:64:69:2d:49:76:61:6e:2d:35:2e:6c:61:6e:2d:35:34:37:36:31:2d:30:2f:64:61:74:61:2f:33:37:33:37:2f:31:30:30:30:30:0e:99:35:65:42:36:34:36:64:65:43:66:63:35:45:62:31:63:36:31:61:34:33:31:32:37:43:36:65:37:39:41:31:36:31:30:61:66:65:43:45:32:45:46:43:43:64:32:42:32:38:61:66:42:37:37:61:43:66:38:44:33:34:38:36:43:34:64:45:46:44:33:46:64:34:62:44:37:38:63:36:46:33:35:43:62:42:30:65:33:66:64:32:35:66:43:31:37:61:61:62:61:65:33:41,175.0,4095,0x00008f46,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000032,0.0,172.0,5eB646deCfc5Eb1c61a43127C6e79A1610afeCE2EFCCd2B28afB77aCf8D3486C4dEFD3Fd4bD78c6F35CbB0e3fd25fC17aabae3A,3.0,1.0,0.0,mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-0/data/3737/10000,65.0,0.0,0.0,6,64,Attack,1
0.0,2.754988,60,192.168.1.91,192.168.1.90,1883,54546,0x00000010,0.0,0,157123,0.0,0.0,0.0,0.0,1,0,0,0,0,0,20,0,0.0,513,0x0000f50c,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,6,128,Attack,1
3e-05,2583.031767,86,10.5.126.168,10.5.126.56,36849,1883,0x00000018,2.002588,18,91,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,30:10:00:0c:50:75:6c:73:6f:78:69:6d:65:74:65:72:37:30,18.0,512,0x00001123,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000030,0.0,16.0,70.0,3.0,0.0,0.0,Pulsoximeter,12.0,0.0,0.0,6,64,patientMonitoring,0
1e-06,48.920335,54,192.168.1.90,192.168.1.91,54562,1883,0x00000010,1e-06,0,26361,0.0,0.0,0.0,0.0,1,0,0,0,0,0,20,0,0.0,4094,0x0000aa62,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,6,64,Attack,1
3.3e-05,1609.031454,86,10.5.126.168,10.5.126.56,36849,1883,0x00000018,2.000931,18,57,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,30:10:00:0c:50:75:6c:73:6f:78:69:6d:65:74:65:72:35:30,18.0,512,0x00001123,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000030,0.0,16.0,50.0,3.0,0.0,0.0,Pulsoximeter,12.0,0.0,0.0,6,64,patientMonitoring,0
0.000234,4351.036002,77,10.5.126.167,10.5.126.56,33251,1883,0x00000018,1.989948,9,149,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,30:07:00:03:45:4d:47:35:30,9.0,512,0x00001119,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000030,0.0,7.0,50.0,3.0,0.0,0.0,EMG,3.0,0.0,0.0,6,64,patientMonitoring,0
0.000745,16.235104,90,192.168.1.91,192.168.1.90,1883,54542,0x00000018,0.000745,36,1014642,0.0,0.0,0.0,0.0,1,0,1,0,0,0,20,40:02:17:1e:40:02:17:1f:40:02:17:20:40:02:17:21:40:02:17:22:40:02:17:23:40:02:17:24:40:02:17:25:40:02:17:26,4.0,4105,0x00003727,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000040,0.0,2.0,0,4.0,0.0,0.0,0,0.0,0.0,0.0,6,128,Attack,1
2.1e-05,1404.819951,72,10.5.126.84,10.5.126.157,1883,39989,0x00000018,2.1e-05,4,5243,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,40:02:0e:a4,4.0,512,0x00001126,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000040,0.0,2.0,0.0,4.0,0.0,0.0,0,0.0,0.0,0.0,6,64,environmentMonitoring,0
1e-06,42.244183,62,192.168.1.91,192.168.1.90,1883,54545,0x00000018,1e-06,8,668898,0.0,0.0,0.0,0.0,1,0,1,0,0,0,20,40:02:0d:09:40:02:0d:0a,4.0,513,0x0000fda6,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000040,0.0,2.0,0,4.0,0.0,0.0,0,0.0,0.0,0.0,6,128,Attack,1
1e-06,49.322098,140,192.168.1.90,192.168.1.91,54571,1883,0x00000018,1e-06,86,22977,0.0,0.0,0.0,0.0,1,0,1,0,0,0,20,46:43:35:31:34:62:42:31:33:44:37:35:38:34:44:30:43:37:41:45:42:62:66:38:34:42:30:46:45:65:39:38:41:43:38:65:61:34:41:31:31:41:31:32:65:44:36:46:33:37:39:66:42:31:30:36:31:45:41:62:36:41:62:34:35:39:64:65:36:41:41:36:35:66:62:37:46:42:39:62:43:37:34:36:37:31,174.0,4096,0x0000c0b1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000032,0.0,171.0,52B294465697Fb8FC514bB13D7584D0C7AEBbf84B0FEe98AC8ea4A11A12eD6F379fB1061EAb6Ab459de6AA65fb7FB9bC74671,3.0,1.0,0.0,mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-14/data/4987/10000,66.0,0.0,0.0,6,64,Attack,1
0.000512,101.60009,78,192.168.1.90,192.168.1.91,50175,1883,0x00000002,0.0,0,0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,44,0,0.0,65535,0x0000b819,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,6,64,Attack,1
0.001921,7.165918,1514,192.168.1.90,192.168.1.91,54563,1883,0x00000010,0.004122,1460,3857,0.0,0.0,0.0,0.0,1,0,0,0,0,0,20,32:a8:01:00:40:6d:71:74:74:2d:6d:61:6c:61:72:69:61:2f:62:65:65:6d:2e:6c:6f:61:64:72:2d:4d:42:50:2d:64:69:2d:49:76:61:6e:2d:35:2e:6c:61:6e:2d:35:34:37:36:31:2d:39:2f:64:61:74:61:2f:39:36:35:2f:31:30:30:30:30:03:c5:66:46:38:62:38:62:41:32:43:46:61:42:66:64:37:31:64:35:45:41:32:41:45:35:34:62:66:65:37:63:66:30:61:32:64:43:45:31:34:31:43:46:33:63:65:43:62:41:63:63:32:43:65:42:31:34:39:37:39:38:65:66:33:33:32:63:46:64:45:41:61:32:33:31:42:46:64:34:35:37:30:30:39:46:42:31:41:44:34:34:63:38:65:31:38:62:44:65:62:66:32:aa:01:00:40:6d:71:74:74:2d:6d:61:6c:61:72:69:61:2f:62:65:65:6d:2e:6c:6f:61:64:72:2d:4d:42:50:2d:64:69:2d:49:76:61:6e:2d:35:2e:6c:61:6e:2d:35:34:37:36:31:2d:39:2f:64:61:74:61:2f:39:36:36:2f:31:30:30:30:30:03:c6:35:43:46:62:33:61:31:39:36:43:66:45:37:31:32:42:62:35:61:32:42:62:45:35:64:39:44:33:63:45:64:35:66:31:30:66:61:36:34:33:65:66:36:64:31:38:46:37:46:64:43:35:64:33:63:44:30:66:39:65:32:61:39:45:39:61:42:32:42:34:34:63:35:35:33:66:45:45:39:46:31:35:30:31:61:65:61:41:64:30:62:45:39:45:39:35:33:31:45:41:32:37:32:a7:01:00:40:6d:71:74:74:2d:6d:61:6c:61:72:69:61:2f:62:65:65:6d:2e:6c:6f:61:64:72:2d:4d:42:50:2d:64:69:2d:49:76:61:6e:2d:35:2e:6c:61:6e:2d:35:34:37:36:31:2d:39:2f:64:61:74:61:2f:39:36:37:2f:31:30:30:30:30:03:c7:62:66:45:30:43:37:64:41:61:35:32:42:37:39:46:31:46:62:36:33:42:45:42:65:31:38:31:32:66:45:38:62:38:43:42:66:33:41:64:64:42:44:36:32:64:66:41:32:39:64:38:44:43:32:39:46:44:31:42:44:30:37:41:44:32:64:64:36:61:61:32:35:30:46:33:36:42:37:62:39:33:41:66:31:32:65:30:43:34:30:62:38:36:34:36:62:65:62:65:32:9f:01:00:40:6d:71:74:74:2d:6d:61:6c:61:72:69:61:2f:62:65:65:6d:2e:6c:6f:61:64:72:2d:4d:42:50:2d:64:69:2d:49:76:61:6e:2d:35:2e:6c:61:6e:2d:35:34:37:36:31:2d:39:2f:64:61:74:61:2f:39:36:38:2f:31:30:30:30:30:03:c8:39:64:66:38:39:34:35:37:33:64:34:63:43:66:45:34:64:31:44:38:38:31:33:31:42:44:42:39:32:65:37:61:43:35:43:43:37:42:65:41:42:30:31:30:42:65:36:42:32:35:61:65:62:46:44:41:41:38:32:39:33:30:42:62:41:34:65:32:46:37:35:33:35:45:42:34:63:36:35:41:63:41:63:36:63:33:45:62:35:32:32:32:a5:01:00:40:6d:71:74:74:2d:6d:61:6c:61:72:69:61:2f:62:65:65:6d:2e:6c:6f:61:64:72:2d:4d:42:50:2d:64:69:2d:49:76:61:6e:2d:35:2e:6c:61:6e:2d:35:34:37:36:31:2d:39:2f:64:61:74:61:2f:39:36:39:2f:31:30:30:30:30:03:c9:35:36:33:43:38:66:34:64:63:45:63:44:66:31:38:41:30:33:37:37:66:62:32:61:64:65:33:44:46:30:35:30:42:37:44:63:43:37:44:30:30:43:41:41:34:46:43:65:46:46:36:32:65:64:65:30:66:62:32:31:63:64:46:66:30:61:65:32:37:37:44:41:43:31:33:37:41:65:63:43:36:43:42:33:39:30:45:42:42:33:33:32:45:34:32:62:44:32:ab:01:00:40:6d:71:74:74:2d:6d:61:6c:61:72:69:61:2f:62:65:65:6d:2e:6c:6f:61:64:72:2d:4d:42:50:2d:64:69:2d:49:76:61:6e:2d:35:2e:6c:61:6e:2d:35:34:37:36:31:2d:39:2f:64:61:74:61:2f:39:37:30:2f:31:30:30:30:30:03:ca:34:65:37:31:34:65:66:62:42:34:32:34:41:62:45:42:42:63:44:45:41:32:63:32:43:36:41:39:44:64:31:35:63:45:38:31:31:38:41:44:39:35:45:44:63:66:46:30:63:37:65:36:33:45:43:42:64:32:32:35:42:66:61:32:38:34:44:36:31:65:41:66:34:38:33:66:42:65:66:42:66:66:62:64:33:43:62:39:39:34:35:31:37:41:36:38:44:30:34:43:64:65:43:32:af:01:00:40:6d:71:74:74:2d:6d:61:6c:61:72:69:61:2f:62:65:65:6d:2e:6c:6f:61:64:72:2d:4d:42:50:2d:64:69:2d:49:76:61:6e:2d:35:2e:6c:61:6e:2d:35:34:37:36:31:2d:39:2f:64:61:74:61:2f:39:37:31:2f:31:30:30:30:30:03:cb:36:38:37:66:45:41:37:61:63:41:30:37:33:35:39:44:34:31:46:36:37:31:61:33:62:34:42:45:65:65:38:43:30:45:37:42:37:62:46:44:66:37:33:32:38:62:63:66:39:39:30:41:32:36:33:34:34:35:41:32:41:32:38:46:32:44:42:32:65:32:43:66:46:41:35:30:65:39:41:43:62:45:63:31:46:62:64:44:35:62:36:34:62:37:41:61:41:44:32:63:65:65:64:46:32:31:61:32:ab:01:00:40:6d:71:74:74:2d:6d:61:6c:61:72:69:61:2f:62:65:65:6d:2e:6c:6f:61:64:72:2d:4d:42:50:2d:64:69:2d:49:76:61:6e:2d:35:2e:6c:61:6e:2d:35:34:37:36:31:2d:39:2f:64:61:74:61:2f:39:37:32:2f:31:30:30:30:30:03:cc:61:31:65:42:62:61:42:39:41:43:45:37:62:35:62:33:33:66:31:36:32:33:66:42:44:32:62:41:32:65:66:44:66:61:41:43:39:33:43:46:66:31:65:44:39:66:45:42:43:61:63:39:30:63:45:34:30:31:43:62:45:36:35:32:65:41:66:42:41:41:66:32:65:65:66:65:33:43:31:35:39:63:62:62:30:66:37:46:33:66:61:66:30:33:39:39:36:65:32:30:41:62:37:32:a5:01:00:40:6d:71:74:74:2d:6d:61:6c:61:72:69:61:2f:62:65:65:6d:2e:6c:6f:61:64:72:2d:4d:42:50:2d:64:69:2d:49:76:61:6e:2d:35:2e:6c:61:6e:2d:35:34:37:36:31:2d:39:2f:64:61:74:61:2f:39:37:33:2f:31:30:30:30:30:03:cd:63:63:45:31:32:66:35:61:36:31:32:39:36:44:31:39:46:43:39,171.0,4096,0x0000984a,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000032,0.0,168.0,fF8b8bA2CFaBfd71d5EA2AE54bfe7cf0a2dCE141CF3ceCbAcc2CeB149798ef332cFdEAa231BFd457009FB1AD44c8e18bDebf,3.0,1.0,0.0,mqtt-malaria/beem.loadr-MBP-di-Ivan-5.lan-54761-9/data/965/10000,64.0,0.0,0.0,6,64,Attack,1
0.000207,6512.05279,86,10.5.126.168,10.5.126.56,36849,1883,0x00000018,2.002486,18,221,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,30:10:00:0c:50:75:6c:73:6f:78:69:6d:65:74:65:72:38:30,18.0,512,0x00001123,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000030,0.0,16.0,80.0,3.0,0.0,0.0,Pulsoximeter,12.0,0.0,0.0,6,64,patientMonitoring,0
2.5e-05,1730.819697,82,10.5.126.153,10.5.126.84,35089,1883,0x00000018,4.998575,14,61,0.0,0.0,0.0,0.0,1,0,1,0,0,0,32,30:0c:00:08:48:75:6d:69:64:69:74:79:37:34,14.0,512,0x0000112c,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0x00000030,0.0,12.0,74.0,3.0,0.0,0.0,Humidity,8.0,0.0,0.0,6,64,environmentMonitoring,0
